product,complaint,category_id,complaint_lst,complaint_clean
Mortgage,"To Stop collecting PMI 1. I purchased a house in XX/XX/XXXX with 10 % down payment. 
2. The appraisal value was $ XXXX and the selling price was {$150000.00} 3. The Original Amortization Schedule shows as soon as the property reaches 78 % LTV or on XX/XX/XXXX the PMI of {$77.00} should be automaticall terminated as per Home Owner 's Protection Act. 
4. Nationstar mortgage now Mr. Cooper says that it will terminate automatically my PMI on XX/XX/XXXX. 
5. Honble ' Court has given a ruling in similar case of PMI removal that original terms and conditions of the purchase stands good even in case the loan being modified. No appraisal or BPO is required to remove PMI under Automatic Termination Clause. 
6. Now, when I approached Mr. Cooper they say that in XX/XX/XXXX only they will remove the PMI though my 78 % of the LTV reached in XX/XX/XXXX and currently at 70.07 % LTV. 
7. Mr. Cooper and before that Nationstar mortgage can only remove the PMI after reaching 78 % automatically and can not re-calculate the PMI and keep charging me {$22.00} a month. 
8. I dont know under which provision in Home Owner 's Protection Act they can re-calculate after 10 years and charge me {$22.00} PMI every month 9. Nationstar Mortgage should have stopped collecting PMI of {$77.00} as soon as my loan reached under 78 % which is XX/XX/XXXX or atleast should have stopped collecting PMI as per original amortization schedule which is XX/XX/XXXX. 
10. In their wesite they say that my equity on the loan is $ XXXX and sending solicitations that I can refinance and take cash equity out and they can do re-finance without appraisal also.",0,"['stop', 'colecting', 'pmi', 'purchased', 'house', 'xxxx', 'payment', 'apraisal', 'value', 'xx', 'seling', 'price', 'original', 'amortization', 'schedule', 'show', 'son', 'property', 'reach', 'ltv', 'xxxx', 'pmi', 'automatical', 'terminated', 'per', 'home', 'owner', 'protection', 'act', 'nationstar', 'mortgage', 'mr', 'coper', 'say', 'wil', 'terminate', 'automaticaly', 'pmi', 'xxxx', 'honble', 'court', 'given', 'ruling', 'similar', 'case', 'pmi', 'removal', 'original', 'term', 'condition', 'purchase', 'stand', 'god', 'even', 'case', 'loan', 'modified', 'apraisal', 'bpo', 'required', 'remove', 'pmi', 'automatic', 'termination', 'clause', 'aproached', 'mr', 'coper', 'say', 'xxxx', 'wil', 'remove', 'pmi', 'though', 'ltv', 'reached', 'xxxx', 'curently', 'ltv', 'mr', 'coper', 'nationstar', 'mortgage', 'remove', 'pmi', 'reaching', 'automaticaly', 'recalculate', 'pmi', 'kep', 'charging', 'month', 'dont', 'know', 'provision', 'home', 'owner', 'protection', 'act', 'recalculate', 'year', 'charge', 'pmi', 'every', 'month', 'nationstar', 'mortgage', 'stoped', 'colecting', 'pmi', 'son', 'loan', 'reached', 'xxxx', 'atleast', 'stoped', 'colecting', 'pmi', 'per', 'original', 'amortization', 'schedule', 'xxxx', 'wesite', 'say', 'equity', 'loan', 'xx', 'sending', 'solicitation', 'refinance', 'take', 'cash', 'equity', 'refinance', 'without', 'apraisal', 'also']",stop colecting pmi purchased house xxxx payment apraisal value xx seling price original amortization schedule show son property reach ltv xxxx pmi automatical terminated per home owner protection act nationstar mortgage mr coper say wil terminate automaticaly pmi xxxx honble court given ruling similar case pmi removal original term condition purchase stand god even case loan modified apraisal bpo required remove pmi automatic termination clause aproached mr coper say xxxx wil remove pmi though ltv reached xxxx curently ltv mr coper nationstar mortgage remove pmi reaching automaticaly recalculate pmi kep charging month dont know provision home owner protection act recalculate year charge pmi every month nationstar mortgage stoped colecting pmi son loan reached xxxx atleast stoped colecting pmi per original amortization schedule xxxx wesite say equity loan xx sending solicitation refinance take cash equity refinance without apraisal also
Debt collection,I have tried over and over again to work the the debt collections companies to get these debt remove. The debt they claim I owe does not belong to me. I have sent both companies documents to prove so and I never heard a response from neither of them. I do n't know what to do because I 'm so fed up. These bad debt is causing havoc on my life and I need this negative information taken care of.,6,"['tried', 'work', 'debt', 'colections', 'company', 'get', 'debt', 'remove', 'debt', 'claim', 'owe', 'belong', 'sent', 'company', 'document', 'prove', 'never', 'heard', 'response', 'neither', 'nt', 'know', 'fed', 'bad', 'debt', 'causing', 'havoc', 'life', 'ned', 'negative', 'information', 'taken', 'care']",tried work debt colections company get debt remove debt claim owe belong sent company document prove never heard response neither nt know fed bad debt causing havoc life ned negative information taken care
"Money transfer, virtual currency, or money service","My residence is in XXXX, an approved country for CoinBase users. 

I have been a CoinBase user since mid-XXXX, always satisfied with the service, transacting mostly between LTC, BTC and EUR as an amateur trader. I verified my account with passport, bank account in my name for XXXX transfers, and provided proof of residence. 

Over XXXX XXXX I visited XXXX, where I tried to access the website, not aware this was against CB 's terms of service. As a result, my account was locked and I was asked to provide extra materials to confirm my residency was not in XXXX. I complied, providing copy of passports, proof of residence with bank statements, even including a confirmation of my hotel in XXXX. 

It has been almost over 2 months since I've had access to my account and funds. I have since been in touch with their customer service reps, who were very friendly and escalated my case 'to the highest priority level ', but nothing has happened to resolve the issue. All I get is automated responses via email. 

I have in excess of USD XXXX, - in my account and want to regain access to my funds. CoinBase is not responding to my efforts to resolve the issue, I've offered all the documentation they asked for and more, and I've been emailing and calling. My account is still restricted and there is no outlook for any resolution. All I can do is call, get the same response, and I'm discouraged from making new tickets to call attention to my funds being held hostage.",7,"['residence', 'xx', 'aproved', 'country', 'coin', 'base', 'user', 'ben', 'coin', 'base', 'user', 'since', 'midxx', 'always', 'satisfied', 'service', 'transacting', 'mostly', 'betwen', 'ltc', 'btc', 'eur', 'amateur', 'trader', 'verified', 'acount', 'pasport', 'bank', 'acount', 'name', 'xx', 'transfer', 'provided', 'prof', 'residence', 'xx', 'xx', 'visited', 'xx', 'tried', 'ace', 'website', 'aware', 'cb', 'term', 'service', 'result', 'acount', 'locked', 'asked', 'provide', 'extra', 'material', 'confirm', 'residency', 'xx', 'complied', 'providing', 'copy', 'pasports', 'prof', 'residence', 'bank', 'statement', 'even', 'including', 'confirmation', 'hotel', 'xx', 'ben', 'almost', 'month', 'since', 'ive', 'ace', 'acount', 'fund', 'since', 'ben', 'touch', 'customer', 'service', 'rep', 'friendly', 'escalated', 'case', 'highest', 'priority', 'level', 'nothing', 'hapened', 'resolve', 'isue', 'al', 'get', 'automated', 'response', 'via', 'email', 'exces', 'usd', 'xx', 'acount', 'want', 'regain', 'ace', 'fund', 'coin', 'base', 'responding', 'eforts', 'resolve', 'isue', 'ive', 'ofered', 'al', 'documentation', 'asked', 'ive', 'ben', 'emailing', 'caling', 'acount', 'stil', 'restricted', 'outlok', 'resolution', 'al', 'cal', 'get', 'response', 'discouraged', 'making', 'new', 'ticket', 'cal', 'atention', 'fund', 'held', 'hostage']",residence xx aproved country coin base user ben coin base user since midxx always satisfied service transacting mostly betwen ltc btc eur amateur trader verified acount pasport bank acount name xx transfer provided prof residence xx xx visited xx tried ace website aware cb term service result acount locked asked provide extra material confirm residency xx complied providing copy pasports prof residence bank statement even including confirmation hotel xx ben almost month since ive ace acount fund since ben touch customer service rep friendly escalated case highest priority level nothing hapened resolve isue al get automated response via email exces usd xx acount want regain ace fund coin base responding eforts resolve isue ive ofered al documentation asked ive ben emailing caling acount stil restricted outlok resolution al cal get response discouraged making new ticket cal atention fund held hostage
Credit card or prepaid card,capital one froze my card sent new card asking me to proof of who I am sent it to them and they ... cant get their act together I went inside a branch had their teller send the documents they asked for and they said they did n't get it spoke with XXXX XXXX XXXX branch number also spoke to XXXX would not give me her name badge # XXXX said my account will be frozen till I give them documents that I gave XXXX XXXX to fax,3,"['capital', 'one', 'froze', 'card', 'sent', 'new', 'card', 'asking', 'prof', 'sent', 'cant', 'get', 'act', 'together', 'went', 'inside', 'branch', 'teler', 'send', 'document', 'asked', 'said', 'nt', 'get', 'spoke', 'xx', 'xx', 'xx', 'branch', 'number', 'also', 'spoke', 'xx', 'would', 'give', 'name', 'badge', 'xx', 'said', 'acount', 'wil', 'frozen', 'til', 'give', 'document', 'gave', 'xx', 'xx', 'fax']",capital one froze card sent new card asking prof sent cant get act together went inside branch teler send document asked said nt get spoke xx xx xx branch number also spoke xx would give name badge xx said acount wil frozen til give document gave xx xx fax
Debt collection,My brother XXXX XXXX had a lease with this property. I stayed with him for a couple months so he had to put me on the lease. Before XXXX XXXX lease was up i moved out of this apartment. I have tried several times to advise creditor that XXXX XXXX is taking full responsibility in this debt as he was the one living there. I was suppose to be removed from the lease as i did not live there. This account is in my name in error and needs to be removed. I have investigated this for a couple years now and have found my lease on where i lived at in this property.,6,"['brother', 'xx', 'xx', 'lease', 'property', 'stayed', 'couple', 'month', 'put', 'lease', 'xx', 'xx', 'lease', 'moved', 'apartment', 'tried', 'several', 'time', 'advise', 'creditor', 'xx', 'xx', 'taking', 'ful', 'responsibility', 'debt', 'one', 'living', 'supose', 'removed', 'lease', 'live', 'acount', 'name', 'eror', 'neds', 'removed', 'investigated', 'couple', 'year', 'found', 'lease', 'lived', 'property']",brother xx xx lease property stayed couple month put lease xx xx lease moved apartment tried several time advise creditor xx xx taking ful responsibility debt one living supose removed lease live acount name eror neds removed investigated couple year found lease lived property
Student loan,"I need a lower payment, deferment or forbearance!! I can not repay these loans as of yet!!",8,"['ned', 'lower', 'payment', 'deferment', 'forbearance', 'repay', 'loan', 'yet']",ned lower payment deferment forbearance repay loan yet
"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX. Name attached to mortgage history that is not responsible for the debt. 

Contacted and wrote the company.",1,"['xx', 'xx', 'xx', 'name', 'atached', 'mortgage', 'history', 'responsible', 'debt', 'contacted', 'wrote', 'company']",xx xx xx name atached mortgage history responsible debt contacted wrote company
Credit card or prepaid card,"I was shocked when I reviewed my credit report and found late payment on the dates below : XX/XX/2017 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that my monthly statement did not get to me, or the payment was not applied as fast as expected. I checked my bank account and noticed that you deducted the money out of my checking account that on the month that you marked me late on my credit report.",3,"['shocked', 'reviewed', 'credit', 'report', 'found', 'late', 'payment', 'date', 'xx', 'sure', 'hapened', 'believe', 'made', 'payment', 'received', 'statement', 'thought', 'monthly', 'statement', 'get', 'payment', 'aplied', 'fast', 'expected', 'checked', 'bank', 'acount', 'noticed', 'deducted', 'money', 'checking', 'acount', 'month', 'marked', 'late', 'credit', 'report']",shocked reviewed credit report found late payment date xx sure hapened believe made payment received statement thought monthly statement get payment aplied fast expected checked bank acount noticed deducted money checking acount month marked late credit report
"Credit reporting, credit repair services, or other personal consumer reports","Good Morning I am submitting an Complaint that I have with XXXX, XXXX, and Experian regarding XXXX  XXXX this company is reporting a 30 day late for XX/XX/XXXX, a 60 day late for XX/XX/XXXX, a 90 late for XX/XX/XXXX, a 120 day late for XX/XX/XXXX, 120 day late for XX/XX/XXXX, a 120 late for XX/XX/XXXX and another 30 day late for XX/XX/XXXX. I disputed with 609 letters for several months starting in XX/XX/XXXX, citing unverified lates reporting however it always came back as verified with the 3 bureaus. I suspect XXXX auto verification is being used because when the bureaus were responding it always came back with the same generic auto response of verified or meets FCRA. This is a violation of my rights because they were not doing their due dilligence investigating. Furthermore I asked for the method of verrification because there was no lates on my behalf. Please have them update all the lates on my credit report to positive.",1,"['god', 'morning', 'submiting', 'complaint', 'xx', 'xx', 'experian', 'regarding', 'xx', 'xx', 'company', 'reporting', 'day', 'late', 'xxxx', 'day', 'late', 'xxxx', 'late', 'xxxx', 'day', 'late', 'xxxx', 'day', 'late', 'xxxx', 'late', 'xxxx', 'another', 'day', 'late', 'xxxx', 'disputed', 'leters', 'several', 'month', 'starting', 'xxxx', 'citing', 'unverified', 'lates', 'reporting', 'however', 'always', 'came', 'back', 'verified', 'bureau', 'suspect', 'xx', 'auto', 'verification', 'used', 'bureau', 'responding', 'always', 'came', 'back', 'generic', 'auto', 'response', 'verified', 'mets', 'fcra', 'violation', 'right', 'due', 'diligence', 'investigating', 'furthermore', 'asked', 'method', 'verification', 'lates', 'behalf', 'please', 'update', 'al', 'lates', 'credit', 'report', 'positive']",god morning submiting complaint xx xx experian regarding xx xx company reporting day late xxxx day late xxxx late xxxx day late xxxx day late xxxx late xxxx another day late xxxx disputed leters several month starting xxxx citing unverified lates reporting however always came back verified bureau suspect xx auto verification used bureau responding always came back generic auto response verified mets fcra violation right due diligence investigating furthermore asked method verification lates behalf please update al lates credit report positive
Debt collection,"Son ( who is XXXX ) lived at a different address during XXXX of 2014. I am XXXX but we have similar names. 
XXXX is looking for money from him and tuned it over to a debt collector. For the last XXXX to 9 months they call XXXX a day and dont say anything ... .they sent a letter to us 3 weeks ago and i called and explained that this debt is not mine that I am current with XXXX and on Auto-pay. They assured me they would take care of it and promptly dinged my credit. I launched an investigation with all XXXX credit agencies and have filed a complaint against ERC, XXXX XXXX XXXX, XXXX, FL XXXX Phone XXXX, with the Florida ATTY General for Fraudulent reporting to credit agencies.",6,"['son', 'xx', 'lived', 'diferent', 'adres', 'xx', 'xx', 'similar', 'name', 'xx', 'loking', 'money', 'tuned', 'debt', 'colector', 'last', 'xx', 'month', 'cal', 'xx', 'day', 'dont', 'say', 'anything', 'sent', 'leter', 'u', 'weks', 'ago', 'caled', 'explained', 'debt', 'mine', 'curent', 'xx', 'autopay', 'asured', 'would', 'take', 'care', 'promptly', 'dinged', 'credit', 'launched', 'investigation', 'al', 'xx', 'credit', 'agency', 'filed', 'complaint', 'erc', 'xx', 'xx', 'xx', 'xx', 'fl', 'xx', 'phone', 'xx', 'florida', 'aty', 'general', 'fraudulent', 'reporting', 'credit', 'agency']",son xx lived diferent adres xx xx similar name xx loking money tuned debt colector last xx month cal xx day dont say anything sent leter u weks ago caled explained debt mine curent xx autopay asured would take care promptly dinged credit launched investigation al xx credit agency filed complaint erc xx xx xx xx fl xx phone xx florida aty general fraudulent reporting credit agency
"Credit reporting, credit repair services, or other personal consumer reports",I filed for Bankruptcy XX/XX/2018 and went on to all three credit bureaus to make sure debts were showing such and if they didnt I disputed them and asked the bureaus to please update or delete the account. All creditors were notified by the US Bankruptcy court XXXX and XXXX  did their part and either updated or deleted where XXXX  has given me the hardest time getting this one account of my credit report and I disputed it three times since doing the bankruptcy as the confirmed the account that has be included in the bankruptcy and I told the creditor and XXXX  on numerous times they are violating the us bankruptcy act but not updating the account to show XXXX balance and included in bankruptcy along with XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Colorado XXXX-XXXX  on account # XXXX original creditor XXXX XXXX who already had taken their file off my three reports but this collection agency refuses even after numerous calls to them. XXXX  is all refusing and aftr three disputes and I saying that I was filing a Dispute with your agency they want my ID and social security card to make things more hard on me. After completing the last investigation and threats of me filing this dispute items that were removed where put back on my credit file which were included in bankruptcy tonight the added then back down to drop my credit score 128 points in retaliation knowing they were included in bankruptcy under Thomas Agency. They violating Fair credit reporting act and should be held accountable,1,"['filed', 'bankruptcy', 'xx', 'went', 'al', 'thre', 'credit', 'bureau', 'make', 'sure', 'debt', 'showing', 'didnt', 'disputed', 'asked', 'bureau', 'please', 'update', 'delete', 'acount', 'al', 'creditor', 'notified', 'u', 'bankruptcy', 'court', 'xx', 'xx', 'part', 'either', 'updated', 'deleted', 'xx', 'given', 'hardest', 'time', 'geting', 'one', 'acount', 'credit', 'report', 'disputed', 'thre', 'time', 'since', 'bankruptcy', 'confirmed', 'acount', 'included', 'bankruptcy', 'told', 'creditor', 'xx', 'numerous', 'time', 'violating', 'u', 'bankruptcy', 'act', 'updating', 'acount', 'show', 'xx', 'balance', 'included', 'bankruptcy', 'along', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'colorado', 'xxxx', 'acount', 'xx', 'original', 'creditor', 'xx', 'xx', 'already', 'taken', 'file', 'thre', 'report', 'colection', 'agency', 'refuse', 'even', 'numerous', 'cals', 'xx', 'al', 'refusing', 'aftr', 'thre', 'dispute', 'saying', 'filing', 'dispute', 'agency', 'want', 'id', 'social', 'security', 'card', 'make', 'thing', 'hard', 'completing', 'last', 'investigation', 'threat', 'filing', 'dispute', 'item', 'removed', 'put', 'back', 'credit', 'file', 'included', 'bankruptcy', 'tonight', 'aded', 'back', 'drop', 'credit', 'score', 'point', 'retaliation', 'knowing', 'included', 'bankruptcy', 'thomas', 'agency', 'violating', 'fair', 'credit', 'reporting', 'act', 'held', 'acountable']",filed bankruptcy xx went al thre credit bureau make sure debt showing didnt disputed asked bureau please update delete acount al creditor notified u bankruptcy court xx xx part either updated deleted xx given hardest time geting one acount credit report disputed thre time since bankruptcy confirmed acount included bankruptcy told creditor xx numerous time violating u bankruptcy act updating acount show xx balance included bankruptcy along xx xx xx xx xx xx xx xx xx colorado xxxx acount xx original creditor xx xx already taken file thre report colection agency refuse even numerous cals xx al refusing aftr thre dispute saying filing dispute agency want id social security card make thing hard completing last investigation threat filing dispute item removed put back credit file included bankruptcy tonight aded back drop credit score point retaliation knowing included bankruptcy thomas agency violating fair credit reporting act held acountable
"Credit reporting, credit repair services, or other personal consumer reports","I have had to exercise my option to defer ( extend ) payments to the end of my loan, in the summer of XX/XX/XXXX and XX/XX/XXXX. XXXX XXXX has reported both the XX/XX/XXXX and XX/XX/XXXX payments as over 30 days on my credit, both with XXXX and Trans Union. I contacted XXXX XXXX in XX/XX/XXXX to dispute the most recent reported late payment. After looking at the situation, they told me the deferment ( extension ) was processed after the payment was 30 days late. I reminded them that I had submitted the proper documentation and the payment to process in time. I called to follow up the next day, after submitting both the paperwork and the payment to ensure everything had been received. Their system was down that day ( Saturday ) and they could not tell me anything until the following week. I was assured it would be effective dated for the receipt date. The person in XX/XX/XXXX told me to file a dispute with the Credit Bureaus. I did that XX/XX/XXXX. The reporting for the XX/XX/XXXX was removed upon the resolution of that dispute. The next month, XX/XX/XXXX was reported again as late. I called XXXX XXXX on XX/XX/XXXX to, again, go through the long process of explaining everything to hear the same responses. Finally, a supervisor assured me she was going to review it with the credit reporting team and get back to me the following week. Last Saturday, XX/XX/XXXX, I finally had time to call to follow up, after getting absolutely no response in over a month. I had to, once again, explain everything to be told the same responses, along with another supervisor telling me what "" I '' would have to do to correct it. I explained in very clear terms, my next action was to file a complaint through CFPB. I asked him the time frame he needed to get a response from the credit reporting team. He said Wednesday, which was XX/XX/XXXX. I have not heard or seen any response. I purposely waited another couple days, in case something came up, preventing a timely response. 

I, now, would like to have both XX/XX/XXXX and XX/XX/XXXX removed from my credit report as late payments, since both payments were placed at the end of my loan, causing me to pay additional interest on the loan, and delaying my payoff date. I have spent hours trying to get this corrected. I have been denied a personal loan, because of these reporting issues. That personal loan would have allowed me to pay off the last of the negative issues on my credit, therefore raising my credit score to the point I could effectively trade in the car and have XXXX XXXX paid off. I feel I have been more than patient and fair minded in my attempts, while being met with resistance, red tape and absolutely no follow up by XXXX XXXX.",1,"['exercise', 'option', 'defer', 'extend', 'payment', 'end', 'loan', 'sumer', 'xxxx', 'xxxx', 'xx', 'xx', 'reported', 'xxxx', 'xxxx', 'payment', 'day', 'credit', 'xx', 'trans', 'union', 'contacted', 'xx', 'xx', 'xxxx', 'dispute', 'recent', 'reported', 'late', 'payment', 'loking', 'situation', 'told', 'deferment', 'extension', 'procesed', 'payment', 'day', 'late', 'reminded', 'submited', 'proper', 'documentation', 'payment', 'proces', 'time', 'caled', 'folow', 'next', 'day', 'submiting', 'paperwork', 'payment', 'ensure', 'everything', 'ben', 'received', 'system', 'day', 'saturday', 'could', 'tel', 'anything', 'folowing', 'wek', 'asured', 'would', 'efective', 'dated', 'receipt', 'date', 'person', 'xxxx', 'told', 'file', 'dispute', 'credit', 'bureau', 'xxxx', 'reporting', 'xxxx', 'removed', 'upon', 'resolution', 'dispute', 'next', 'month', 'xxxx', 'reported', 'late', 'caled', 'xx', 'xx', 'xxxx', 'go', 'long', 'proces', 'explaing', 'everything', 'hear', 'response', 'finaly', 'supervisor', 'asured', 'going', 'review', 'credit', 'reporting', 'team', 'get', 'back', 'folowing', 'wek', 'last', 'saturday', 'xxxx', 'finaly', 'time', 'cal', 'folow', 'geting', 'absolutely', 'response', 'month', 'explain', 'everything', 'told', 'response', 'along', 'another', 'supervisor', 'teling', 'would', 'corect', 'explained', 'clear', 'term', 'next', 'action', 'file', 'complaint', 'cfpb', 'asked', 'time', 'frame', 'neded', 'get', 'response', 'credit', 'reporting', 'team', 'said', 'wednesday', 'xxxx', 'heard', 'sen', 'response', 'purposely', 'waited', 'another', 'couple', 'day', 'case', 'something', 'came', 'preventing', 'timely', 'response', 'would', 'like', 'xxxx', 'xxxx', 'removed', 'credit', 'report', 'late', 'payment', 'since', 'payment', 'placed', 'end', 'loan', 'causing', 'pay', 'aditional', 'interest', 'loan', 'delaying', 'payof', 'date', 'spent', 'hour', 'trying', 'get', 'corected', 'ben', 'denied', 'personal', 'loan', 'reporting', 'isues', 'personal', 'loan', 'would', 'alowed', 'pay', 'last', 'negative', 'isues', 'credit', 'therefore', 'raising', 'credit', 'score', 'point', 'could', 'efectively', 'trade', 'car', 'xx', 'xx', 'paid', 'fel', 'ben', 'patient', 'fair', 'minded', 'atempts', 'met', 'resistance', 'red', 'tape', 'absolutely', 'folow', 'xx', 'xx']",exercise option defer extend payment end loan sumer xxxx xxxx xx xx reported xxxx xxxx payment day credit xx trans union contacted xx xx xxxx dispute recent reported late payment loking situation told deferment extension procesed payment day late reminded submited proper documentation payment proces time caled folow next day submiting paperwork payment ensure everything ben received system day saturday could tel anything folowing wek asured would efective dated receipt date person xxxx told file dispute credit bureau xxxx reporting xxxx removed upon resolution dispute next month xxxx reported late caled xx xx xxxx go long proces explaing everything hear response finaly supervisor asured going review credit reporting team get back folowing wek last saturday xxxx finaly time cal folow geting absolutely response month explain everything told response along another supervisor teling would corect explained clear term next action file complaint cfpb asked time frame neded get response credit reporting team said wednesday xxxx heard sen response purposely waited another couple day case something came preventing timely response would like xxxx xxxx removed credit report late payment since payment placed end loan causing pay aditional interest loan delaying payof date spent hour trying get corected ben denied personal loan reporting isues personal loan would alowed pay last negative isues credit therefore raising credit score point could efectively trade car xx xx paid fel ben patient fair minded atempts met resistance red tape absolutely folow xx xx
Debt collection,"In XX/XX/XXXX, I began to pay attention to my credit and noticed that there was an account I did not open with XXXX XXXX with a balance of {$950.00}. On XX/XX/XXXX and XX/XX/XXXX, I sent letters to XXXX XXXX requesting that they validate the debt and send proof bearing my signature or remove the debt from my credit reports. I did not get a response but soon after ( XX/XX/XXXX ) I  received notice that the debt was sold to XXXX XXXX who soon after ( XX/XX/XXXX ) has hired XXXX XXXX XXXX to sue me for this debt. I have requested they they validate the debt as well and they sent me three statements that none of which had my accurate address and none had my signature. I did not open this account as I was caring for my father who lost his battle to XXXX in XX/XX/XXXX. This is unacceptable and unprofessional.",6,"['xxxx', 'began', 'pay', 'atention', 'credit', 'noticed', 'acount', 'open', 'xx', 'xx', 'balance', 'xxxx', 'xxxx', 'sent', 'leters', 'xx', 'xx', 'requesting', 'validate', 'debt', 'send', 'prof', 'bearing', 'signature', 'remove', 'debt', 'credit', 'report', 'get', 'response', 'son', 'xxxx', 'received', 'notice', 'debt', 'sold', 'xx', 'xx', 'son', 'xxxx', 'hired', 'xx', 'xx', 'xx', 'sue', 'debt', 'requested', 'validate', 'debt', 'wel', 'sent', 'thre', 'statement', 'none', 'acurate', 'adres', 'none', 'signature', 'open', 'acount', 'caring', 'father', 'lost', 'batle', 'xx', 'xxxx', 'unaceptable', 'unprofesional']",xxxx began pay atention credit noticed acount open xx xx balance xxxx xxxx sent leters xx xx requesting validate debt send prof bearing signature remove debt credit report get response son xxxx received notice debt sold xx xx son xxxx hired xx xx xx sue debt requested validate debt wel sent thre statement none acurate adres none signature open acount caring father lost batle xx xxxx unaceptable unprofesional
Debt collection,"This company made numerous phone calls to both my work and cell numbers on a daily basis. When voicemails were left by the company, they never specified what the debt was in relation to. In addition, in their voicemails, the first part of the company was inaudible ( as if deliberately done to conceal the full company name ) ; I could only make out "" Portfolio '' so I had to do some research on the phone number showing up on my caller ID ( XXXX ). Upon doing a reverse phone number search of XXXX, I was only then able to ascertain the name of the caller as : "" Cavalry Portfolio Services. ''",6,"['company', 'made', 'numerous', 'phone', 'cals', 'work', 'cel', 'number', 'daily', 'basis', 'voicemail', 'left', 'company', 'never', 'specified', 'debt', 'relation', 'adition', 'voicemail', 'first', 'part', 'company', 'inaudible', 'deliberately', 'done', 'conceal', 'ful', 'company', 'name', 'could', 'make', 'portfolio', 'research', 'phone', 'number', 'showing', 'caler', 'id', 'xx', 'upon', 'reverse', 'phone', 'number', 'search', 'xx', 'able', 'ascertain', 'name', 'caler', 'cavalry', 'portfolio', 'service']",company made numerous phone cals work cel number daily basis voicemail left company never specified debt relation adition voicemail first part company inaudible deliberately done conceal ful company name could make portfolio research phone number showing caler id xx upon reverse phone number search xx able ascertain name caler cavalry portfolio service
Debt collection,Getting repeated calls on cell and at work from an unknown source not willing to disclose pertinent information. When the calls started derogatory information was placed on my credit report.,6,"['geting', 'repeated', 'cals', 'cel', 'work', 'unknown', 'source', 'wiling', 'disclose', 'pertinent', 'information', 'cals', 'started', 'derogatory', 'information', 'placed', 'credit', 'report']",geting repeated cals cel work unknown source wiling disclose pertinent information cals started derogatory information placed credit report
Credit card or prepaid card,USPS XXXX XX/XX/18 {$110.00} XXXX XXXX # XXXX XX/XX/18 {$13.00} XXXX # XXXX XX/XX/18 {$19.00} XXXX  online purchase XX/XX/18 {$9.00} XXXX  # XXXX XX/XX/18 {$15.00} XXXX  online purchase XX/XX/18 {$71.00} I wasnt even in the state of the purchases at the time and have shown proof that I was working in another state across the country. I have been dealing with this for four months and they are not being cooperative saying that I could have made the charges even though I have sent them my time cards from work in Minnesota showing I was working on the days of the charges in Georgia.,3,"['usps', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'xx', 'online', 'purchase', 'xx', 'xx', 'xx', 'xx', 'xx', 'online', 'purchase', 'xx', 'wasnt', 'even', 'state', 'purchase', 'time', 'shown', 'prof', 'working', 'another', 'state', 'acros', 'country', 'ben', 'dealing', 'four', 'month', 'coperative', 'saying', 'could', 'made', 'charge', 'even', 'though', 'sent', 'time', 'card', 'work', 'minesota', 'showing', 'working', 'day', 'charge', 'georgia']",usps xx xx xx xx xx xx xx xx xx xx online purchase xx xx xx xx xx online purchase xx wasnt even state purchase time shown prof working another state acros country ben dealing four month coperative saying could made charge even though sent time card work minesota showing working day charge georgia
